cheese,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Mettowee,goat,United States,Vermont,NA,"fresh soft, artisan",NA,NA,"creamy, smooth",natural,white,"acidic, creamy, tangy, tart","clean, fresh, subtle",TRUE,FALSE,Consider Bardwell Farm
Meyer Vintage Gouda,cow,New Zealand,Hamilton,Gouda,"semi-hard, artisan",NA,NA,crumbly,NA,NA,"nutty, sharp, spicy",aromatic,FALSE,FALSE,NA
MezzaLuna Fontina,cow,United States,Wisconsin,NA,semi-hard,NA,NA,creamy,washed,NA,"earthy, mild, mushroomy, yeasty",rich,NA,NA,Emmi Roth USA
Mezzo Secco,cow,United States,"Sonoma, California",Monterey Jack,"semi-hard, artisan",NA,NA,"creamy, smooth",natural,ivory,milky,spicy,TRUE,FALSE,Vella Cheese Company
Mi-Ewe,"cow, sheep",United States,California,NA,"semi-hard, artisan",NA,NA,crumbly,natural,pale yellow,"buttery, citrusy, nutty, sharp","caramel, rich",TRUE,FALSE,Weirauch Farm and Creamery
Midnight Blue,goat,United States,Colorado,Blue,"semi-soft, blue-veined",NA,NA,"dense, dry",natural,pale yellow,"pungent, sharp, spicy",goaty,TRUE,FALSE,Avalanche Cheese Company
Midnight Moon®,goat,Holland,NA,Gouda,hard,NA,NA,"creamy, crystalline",NA,ivory,"caramel, sweet",NA,NA,NA,NA
Miette,"goat, sheep",United States,Missouri,Brie,"semi-soft, artisan",NA,NA,"creamy, runny",bloomy,cream,"mushroomy, sweet, yeasty",barnyardy,FALSE,FALSE,Baetje Farms LLC
Mihalic Peynir,sheep,Turkey,Bursa,NA,"hard, artisan",45%,NA,"crumbly, grainy, open",NA,pale yellow,salty,strong,TRUE,FALSE,NA
Milawa Affine,goat,Australia,North East Victoria,NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, smooth",ash coated,white,"acidic, creamy",NA,FALSE,FALSE,Milawa Cheese Company
Milawa Aged Blue,,,North East Victoria,Blue,NA,NA,NA,,mold ripened,blue,NA,NA,NA,NA,NA
Milawa Blue,cow,Australia,North East Victoria,Blue,"soft, blue-veined",NA,NA,creamy,mold ripened,blue,"buttery, creamy, sweet",rich,NA,NA,Milawa Cheese Company
Milawa Brie,cow,Australia,North East Victoria,Brie,"soft, soft-ripened",27%,NA,creamy,mold ripened,pale yellow,"buttery, milky",NA,NA,NA,Milawa Cheese Company
Milawa Goats Tomme,goat,Australia,North East Victoria,Tomme,semi-hard,NA,NA,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE,Milawa Cheese Company
Milawa White,cow,Australia,NA,NA,soft,NA,NA,"creamy, open",NA,NA,sweet,NA,TRUE,FALSE,Milawa Cheese Company
Milbenkäse,cow,Germany,NA,NA,"semi-soft, smear-ripened",NA,NA,firm,NA,NA,tangy,strong,FALSE,FALSE,NA
Milleens,cow,Ireland,"Beara Peninsula, Co. Cork",NA,"soft, artisan",45-50%,NA,"creamy, smooth",washed,pale yellow,"floral, herbaceous, sweet",aromatic,FALSE,FALSE,Milleens Cheese Ltd.
Millstone,sheep,England,Somerset,NA,"hard, artisan",NA,NA,"crumbly, dry",natural,pale yellow,NA,mild,TRUE,FALSE,Wootton Organic Dairy
Mimolette (Boule de Lille),cow,France,NA,NA,semi-hard,NA,NA,firm,natural,orange,"bitter, buttery, sweet",NA,FALSE,FALSE,NA
Minas cheese,cow,Brazil,Minas Gerais,NA,"semi-soft, artisan",40-50%,NA,"grainy, open, soft, springy",rindless,white,"bitter, mild, salty, strong",NA,FALSE,FALSE,NA
Mine-Gabhar,goat,Ireland,County Wexford,Blue,"soft, artisan",NA,NA,creamy,natural,white,"acidic, sweet","earthy, pungent",TRUE,FALSE,Luc and Anne Van Kampen
Minger,cow,Scotland,NA,NA,soft,NA,NA,"buttery, creamy, runny",washed,orange,"full-flavored, garlicky, meaty, pungent, strong","barnyardy, ripe, stinky, yeasty",TRUE,FALSE,Highland Fine Cheeses Limited
Minuet,"cow, goat",United States,California,NA,"soft, soft-ripened",NA,NA,"creamy, smooth",mold ripened,white,"sweet, tangy",pleasant,TRUE,FALSE,Andante Dairy
Mirabo Brie with Walnut,cow,Germany,Bavaria,Brie,"semi-soft, soft-ripened",NA,NA,"creamy, smooth, soft",natural,ivory,"nutty, savory",nutty,NA,NA,Käserei Champignon
Miss Muffet,cow,England,North Cornwall,Cornish,"semi-soft, artisan",NA,NA,"smooth, supple",washed,ivory,creamy,nutty,TRUE,FALSE,Whalesborough Farm Foods
Mistralou,goat,France,NA,NA,soft,NA,NA,creamy,natural,white,creamy,floral,FALSE,FALSE,NA
MitiCaña® de Oveja,sheep,Spain,Murcia,NA,"semi-soft, soft-ripened",13%,NA,"buttery, crumbly, flaky",bloomy,white,"buttery, tangy",buttery,NA,NA,NA
Mladi Trapist,cow,Croatia,Dalmatia,NA,"semi-hard, artisan",50%,NA,"crumbly, semi firm",natural,white,"grassy, savory",aromatic,TRUE,FALSE,SIRANA GLIGORA D.O.O
Mobay,"goat, sheep",United States,Wisconsin,NA,"semi-soft, artisan",NA,NA,"soft, supple",plastic,ivory,"earthy, sweet, tangy",goaty,TRUE,FALSE,Carr Valley Cheese Company
Molbo,cow,Denmark,Mols,Cheddar,"semi-hard, artisan",NA,NA,firm,waxed,pale yellow,"salty, tangy",fresh,FALSE,FALSE,NA
Mona,"cow, sheep",United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,"crumbly, firm, supple",plastic,pale yellow,"buttery, nutty, savory, sweet",grassy,FALSE,FALSE,Wisconsin Sheep Dairy Coop
Monastery Cheeses,cow,"Belgium, Canada, France, Switzerland, United States",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy",washed,golden yellow,"mild, pungent","pungent, strong",FALSE,FALSE,NA
Mondseer,cow,Austria,NA,NA,semi-hard,NA,NA,"creamy, smooth",washed,pale yellow,spicy,strong,NA,NA,NA
Monet,goat,Australia,South Australia,NA,"fresh soft, artisan",22%,NA,"creamy, soft",NA,white,"floral, herbaceous","floral, fresh",TRUE,FALSE,Woodside Cheese Wrights
Mont D'or,cow,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,natural,NA,NA,"earthy, strong",NA,NA,NA
Mont Saint-Francis,goat,United States,Indiana,NA,"semi-hard, artisan",NA,NA,"brittle, firm, supple",washed,golden yellow,"earthy, full-flavored, strong","pungent, stinky",FALSE,FALSE,Capriole Goat Cheese
Mont St-Benoît,cow,Canada,Quebec,Swiss Cheese,"firm, artisan",31%,NA,"creamy, elastic, smooth, supple",rindless,NA,"buttery, creamy, mild, nutty","fermented, mild, nutty",NA,NA,Abbey de Saint-Benoit-du-lac
Montagnolo,cow,Germany,NA,Blue,"soft, blue-veined",NA,NA,"creamy, smooth",natural,NA,creamy,"buttery, rich",NA,NA,Käserei Champignon
Montasio,cow,Italy,Friuli Venezia Giulia and Veneto,NA,semi-firm,NA,NA,creamy,NA,NA,"mild, smooth","aromatic, pleasant",FALSE,FALSE,NA
Montasio Mezzano,cow,Italy,Friuli Venezia Giulia and Veneto,NA,"semi-firm, artisan",NA,NA,creamy,natural,NA,"full-flavored, nutty, sweet",strong,FALSE,FALSE,NA
Montasio Vecchio,cow,Italy,Friuli Venezia Giulia and Veneto,NA,"semi-firm, artisan",NA,NA,creamy,natural,NA,sharp,strong,FALSE,FALSE,NA
Montchevre Goat Cheese Log,goat,United States,NA,NA,"semi-soft, artisan",NA,NA,smooth,rindless,white,"creamy, tangy","fresh, rich",NA,NA,Montchevre Cheese Company
Monte Enebro,goat,Spain,Avila,NA,semi-soft,NA,NA,smooth,NA,NA,"creamy, lemony","goaty, strong",FALSE,FALSE,NA
Monteo,cow,Italy,Veneto,NA,"semi-firm, artisan",NA,NA,"creamy, open",natural,pale yellow,"buttery, milky, smooth","fresh, milky",FALSE,FALSE,La Casearia Carpenedo S.r.l.
Monterey Jack,cow,"Mexico, United States","Monterey, California",Monterey Jack,semi-hard,NA,NA,"compact, creamy, firm, open, supple",NA,pale yellow,"buttery, mild",aromatic,NA,NA,NA
Montgomery's Cheddar,cow,United Kingdom,NA,Cheddar,"hard, artisan",NA,NA,,natural,yellow,NA,rich,FALSE,FALSE,NA
Montsalvat,cow,Germany,Landshut,Blue,"soft, blue-veined",60%,NA,"creamy, soft",NA,ivory,"creamy, mild",NA,NA,NA,Bayerische Milchindustrie eG
Moody Blue,cow,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",NA,NA,creamy,natural,pale yellow,"creamy, nutty, subtle, tangy","rich, smokey",TRUE,FALSE,Emmi Roth USA
Moonglo,goat,United States,Illinois,NA,"semi-hard, artisan",NA,NA,"dense, firm, open",washed,ivory,"caramel, citrusy, fruity, nutty, sharp, tangy","aromatic, goaty",FALSE,FALSE,Prairie Fruits Farm
Moonlight Chaource,cow,United States,New York,NA,"soft, soft-ripened",NA,NA,"dense, firm",ash coated,white,"savory, tart","rich, sweet",TRUE,FALSE,Chaseholm Farm
Moose,moose,Sweden,Bjurholm,NA,fresh soft,12%,NA,"creamy, smooth",NA,NA,smooth,NA,NA,NA,Algens Hus
Morangie Brie,"cow, sheep",Scotland,Tain,Brie,"soft, artisan",NA,NA,"creamy, smooth",NA,cream,"creamy, smooth, sweet","mild, milky, sweet",NA,NA,Highland Fine Cheeses Limited
Morbier,cow,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,NA,ivory,citrusy,"fruity, grassy",FALSE,FALSE,NA
Morcella,sheep,United States,Minnesota,NA,"semi-soft, soft-ripened",NA,NA,creamy,bloomy,ivory,"creamy, earthy",strong,TRUE,FALSE,Shepherd's Way Farms
Morgan,cow,United States,Maine,NA,"hard, artisan",NA,NA,firm,natural,ivory,"citrusy, salty",grassy,FALSE,FALSE,Lakin's Gorges Cheese LLC
Morimoto Soba Ale Cheddar,cow,United States,Oregon,Cheddar,"semi-hard, artisan",NA,NA,"creamy, crumbly",natural,pale yellow,"buttery, smooth, strong","strong, toasty",TRUE,FALSE,Rogue Creamery
Moringhello,water buffalo,Italy,Lombardy,NA,"semi-soft, artisan",NA,NA,"chalky, crumbly",natural,white,smooth,"pleasant, subtle",FALSE,FALSE,Quattro Portoni
Morlacco,cow,Italy,Veneto,NA,"soft, artisan",NA,NA,soft,natural,white,NA,fresh,NA,NA,NA
Moses Sleeper,cow,United States,Vermont,Brie,"semi-soft, artisan",NA,NA,"soft, soft-ripened",bloomy,white,"buttery, creamy, nutty","milky, mushroom",NA,NA,Jasper Hill Farm
Mossfield Organic,cow,Ireland,Co. Offaly,Cheddar,"hard, semi-hard, artisan",NA,NA,"crumbly, dry, flaky",natural,brownish yellow,"nutty, tangy","fresh, lactic, mild",TRUE,FALSE,Mossfield Organic Farm
Mothais a la Feuille,goat,France,NA,NA,"soft, artisan",NA,NA,"creamy, soft",NA,NA,"lemony, woody",mushroom,FALSE,FALSE,NA
MouCo Camembert,cow,United States,Colorado,Camembert,"soft, artisan",NA,NA,"creamy, soft",bloomy,ivory,"creamy, milky","caramel, clean, grassy",NA,NA,MouCo Cheese Company
MouCo Truffello,cow,United States,Colorado,NA,"soft, artisan, soft-ripened",12%,NA,"creamy, soft",washed,white,"buttery, creamy, earthy","earthy, fruity",NA,NA,MouCo Cheese Company
Mountain Goat,goat,Australia,"Mornington Peninsula, Melbourne",Tomme,"hard, artisan",NA,NA,firm,natural,ivory,NA,subtle,TRUE,FALSE,BoatShed Cheese
Mountain Herbs Rebel,cow,Austria,Sulzberg,NA,"semi-hard, artisan",50%,NA,"creamy, smooth",natural,pale yellow,"creamy, nutty, spicy","aromatic, grassy, sweet",NA,NA,Sulzberger Käserebellen Sennerei GmbH
Mountain Rebel,cow,Austria,Sulzberg,NA,"semi-hard, artisan",50%,NA,"compact, creamy",natural,yellow,"creamy, fruity","aromatic, spicy",NA,NA,Sulzberger Käserebellen Sennerei GmbH
Mountaineer,cow,United States,"Galax, Virginia",NA,"semi-soft, artisan",NA,NA,"dense, supple",washed,yellow,"full-flavored, mellow","caramel, fruity, rich",NA,NA,Meadow Creek Dairy
Mouse House Chilli Cheddar,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,golden orange,spicy,spicy,TRUE,FALSE,Lymn Bank Farm
Mouse House Garlic & Chive Cheddar,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,green,garlicky,garlicky,TRUE,FALSE,Lymn Bank Farm
Mouse House Smoked Cheddar,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,golden yellow,smokey,smokey,TRUE,FALSE,Lymn Bank Farm
Mozzarella,"cow, goat, sheep, water buffalo",Italy,NA,NA,"semi-soft, brined",NA,NA,"elastic, stringy",rindless,white,"mild, sweet","fresh, milky",NA,NA,NA
Mozzarella (Australian),"cow, water buffalo",Australia,NA,Pasta filata,"semi-soft, brined",45%,NA,"springy, stringy, supple",rindless,white,milky,"fresh, milky",TRUE,FALSE,NA
Mozzarella di Bufala DOP,water buffalo,Italy,"Campania, Paestum, Foggia",Pasta filata,"soft, brined",21%,NA,"creamy, smooth, springy",NA,white,"floral, mild, milky, sour",fresh,FALSE,FALSE,Casa Madaio
Mozzarellissima,cow,United States,NA,Pasta filata,"semi-soft, artisan",NA,NA,"elastic, springy, stringy, supple",rindless,pale yellow,"buttery, mild, milky",mild,TRUE,FALSE,Saputo Dairy Products Canada G.P.
Ms. Natural,goat,United States,California,NA,fresh soft,NA,NA,"creamy, crumbly, smooth, spreadable",rindless,white,"citrusy, creamy","fresh, mild",TRUE,FALSE,Cypress Grove Chevre
Mt Scott,cow,New Zealand,Queenstown,NA,semi-soft,NA,NA,"smooth, supple",natural,yellow,"buttery, sharp, sweet",NA,TRUE,FALSE,The Gibbston Valley Cheese Company
Mt Tam,cow,United States,California,NA,soft,NA,NA,"creamy, firm",bloomy,pale yellow,"buttery, earthy","grassy, mushroom, rich",TRUE,FALSE,Cowgirl Creamery
Mt. Mazama Cheddar,"cow, goat",United States,Oregon,Cheddar,semi-hard,NA,NA,"creamy, crumbly, crystalline, dense",natural,pale yellow,"acidic, caramel, nutty, sweet, tangy","pleasant, rich",TRUE,FALSE,Rogue Creamery
Muddlewell,"cow, sheep",England,North Wootton,NA,"hard, artisan",NA,NA,"creamy, crumbly",natural,ivory,mild,strong,TRUE,FALSE,Wootton Organic Dairy
Muenster,cow,United States,NA,NA,"soft, processed",NA,NA,smooth,NA,pale yellow,mild,"pungent, strong",NA,NA,NA
Muffato,cow,Italy,"Treviso, Veneto",Blue,"semi-firm, artisan",NA,NA,flaky,NA,ivory,"full-flavored, grassy, herbaceous",herbal,NA,NA,Moro Latteria di Moro Sergio
Mun-chee,cow,United States,"Richfield, Wisconsin",NA,"semi-soft, processed",NA,NA,"creamy, smooth",natural,pale yellow,"mild, sweet",mild,NA,NA,NA
Munster,cow,France,NA,NA,soft,NA,NA,smooth,washed,NA,"savory, spicy, sweet",NA,NA,NA,NA
Muranda Blue,cow,United States,NY,Blue,"semi-hard, blue-veined",NA,NA,crumbly,natural,pale yellow,"salty, sharp, strong",strong,NA,NA,Muranda Cheese Company
Murazzano DOP,"cow, goat",Italy,Murazzano,NA,"fresh soft, processed",NA,NA,soft,rindless,white,spicy,mild,NA,NA,La Casera srl
Murol,cow,France,NA,NA,"semi-soft, artisan",45%,NA,"creamy, firm, springy",washed,ivory,"mild, milky, savory, sweet",aromatic,FALSE,FALSE,La Fromagerie du Grand Murols
Mycella,cow,Denmark,Bornholm,NA,"soft, artisan, blue-veined",50-60%,NA,crystalline,rindless,pale yellow,mild,NA,FALSE,FALSE,Various
Myzithra,"goat, sheep",Greece,NA,Cottage,"soft, whey",NA,NA,"creamy, crumbly, spreadable",NA,white,mild,NA,NA,NA,NA
Météorite,cow,Canada,Quebec,Blue,"soft, blue-veined",37%,NA,"creamy, supple",ash coated,straw,mild,NA,NA,NA,La Maison Alexis de Portneuf Inc.
P'tit Basque,sheep,France,"Basque, Pyrenees Mountains",NA,"semi-hard, artisan",45%,NA,"creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",NA,NA,NA
P'tit Berrichon,goat,France,Berry,NA,"soft, artisan",NA,NA,soft-ripened,leaf wrapped,white,sweet,goaty,FALSE,FALSE,NA
Pacific Rock,cow,Canada,Quebec,NA,hard,30%,NA,"crumbly, firm",washed,orange,"buttery, earthy, nutty, subtle","fruity, rich",NA,NA,La Maison Alexis de Portneuf Inc.
Pack Square,cow,United States,Fairview,Brie,"semi-soft, artisan, soft-ripened",NA,NA,"buttery, creamy, soft, soft-ripened",bloomy,white,"buttery, creamy, earthy, spicy","grassy, rich",NA,NA,Looking Glass Creamery
Paesanella Bocconcini,cow,Australia,NA,Mozzarella,semi-soft,NA,NA,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE,Paesanella Cheese Manufacturers
Paesanella Buffalo Mozzarella,"buffalo, cow",Australia,New South Wales,Mozzarella,NA,25.8 g/100g,NA,,rindless,white,NA,NA,TRUE,FALSE,Paesanella Cheese Manufacturers
Paesanella Buffalo Ricotta,buffalo,Australia,NA,NA,"fresh soft, whey",NA,NA,"creamy, soft",NA,white,creamy,"milky, sweet",NA,NA,Paesanella Cheese Manufacturers
Paesanella Burrata,cow,Australia,NA,Mozzarella,"fresh soft, artisan",25.4 g/100g,NA,"creamy, soft",NA,white,"buttery, milky, smooth","fresh, milky, rich, sweet",NA,NA,Paesanella Cheese Manufacturers
Paesanella Caciotta,cow,Australia,NA,Caciotta,semi-soft,NA,NA,"buttery, soft",rindless,cream,"mild, milky","buttery, milky",NA,NA,Paesanella Cheese Manufacturers
Paesanella Caciotta with Rocket & Chilli,cow,Australia,NA,Caciotta,semi-soft,NA,NA,"buttery, soft",NA,ivory,"herbaceous, spicy",herbal,NA,NA,Paesanella Cheese Manufacturers
Paesanella Cherry Bocconcini,cow,Australia,NA,Mozzarella,semi-soft,NA,NA,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE,Paesanella Cheese Manufacturers
Paesanella Dry Ricotta,cow,Australia,NA,NA,"soft, whey",NA,NA,firm,NA,white,"creamy, salty",sweet,NA,NA,Paesanella Cheese Manufacturers
Paesanella Fresco,cow,Australia,NA,Pecorino,"semi-hard, artisan",18.4 g/100g,NA,"chewy, firm",rindless,pale yellow,"mild, tangy",mild,TRUE,FALSE,Paesanella Cheese Manufacturers
Paesanella Fresh Ricotta,cow,Australia,NA,NA,fresh soft,NA,NA,firm,NA,white,creamy,"fresh, sweet",NA,NA,Paesanella Cheese Manufacturers
Paglierino,sheep,Italy,Campania,NA,semi-hard,NA,NA,"compact, elastic",natural,pale yellow,"citrusy, spicy, sweet",grassy,FALSE,FALSE,Casa Madaio
Paillot de Chèvre,goat,Canada,Quebec,NA,"soft, soft-ripened",26%,NA,"firm, runny, smooth, soft-ripened",bloomy,white,"acidic, nutty, tangy","goaty, lactic",NA,NA,La Maison Alexis de Portneuf Inc.
Palet de Babligny,cow,France,Burgundy,NA,soft,NA,NA,creamy,washed,NA,NA,NA,FALSE,FALSE,NA
Pallone di Gravina,cow,Italy,"Gravina in Puglia, Murgia",Italian Cheese,"semi-hard, artisan",NA,NA,smooth,NA,golden yellow,"spicy, strong",NA,NA,NA,Caseificio Artigianale dei Fratelli Derosa
Paneer,"cow, water buffalo","Bangladesh, India",NA,Cottage,fresh firm,20.8 g/100g,208 mg/100g,"crumbly, firm",rindless,white,milky,"fresh, milky",TRUE,FALSE,NA
Panela,cow,Mexico,NA,Cottage,"fresh firm, artisan",NA,NA,"creamy, crumbly",NA,white,NA,"fresh, mild",NA,NA,NA
Paniolo,cow,United States,Vermont,NA,"soft, artisan",NA,NA,"buttery, creamy, runny",washed,pale yellow,"buttery, creamy, meaty",mushroom,NA,NA,Willow Hill Farm
Pannerone,cow,Italy,Lodi,NA,"soft, semi-soft, artisan",50%,NA,"creamy, grainy, open",natural,ivory,"bitter, buttery, smooth, sweet",rich,FALSE,FALSE,NA
Panquehue,cow,Chile,Aconcagua,NA,"semi-soft, artisan",NA,NA,"open, smooth",natural,cream,"creamy, nutty, savory, spicy",NA,TRUE,FALSE,Andes Cheese
Pant ys Gawn,goat,Wales,NA,NA,fresh soft,NA,NA,creamy,rindless,white,"lemony, salty",NA,NA,NA,Abergavenny Fine Foods
Paprika Rebel,cow,Austria,Sulzberg,NA,"semi-hard, artisan",50%,NA,creamy,natural,pale yellow,"smokey , spicy","smokey, spicy",NA,NA,Sulzberger Käserebellen Sennerei GmbH
Parmesan,cow,Italy,NA,Parmesan,"hard, artisan",NA,NA,"dense, grainy",natural,straw,"salty, savory","nutty, strong",FALSE,FALSE,NA
Parrano,cow,Netherlands,Het Groene Hart,Gouda,"hard, artisan",NA,NA,"creamy, firm, open, smooth",plastic,pale yellow,"buttery, creamy, nutty, savory, sweet",NA,NA,NA,Uniekaas Nederland B.V.
Pas de l'Escalette,cow,France,Larzac,NA,"semi-hard, artisan",NA,NA,creamy,natural,straw,sweet,fresh,FALSE,FALSE,NA
Passendale,cow,Belgium,Passendale,NA,"semi-soft, soft-ripened",28%,NA,creamy,natural,golden orange,mild,sweet,FALSE,FALSE,NA
Pastoral,goat,United States,California,NA,soft,NA,NA,smooth,NA,white,"creamy, herbaceous","fresh, goaty",NA,NA,Andante Dairy
Pate de Fromage,"goat, sheep",France,NA,NA,soft,50%,NA,,NA,NA,NA,NA,FALSE,FALSE,NA
Patefine Fort,cow,France,Isere,NA,"soft, artisan",NA,NA,smooth,natural,white,sour,fresh,FALSE,FALSE,NA
Pave d'Affinois,cow,France,NA,NA,"fresh soft, soft-ripened",60%,NA,"creamy, smooth",bloomy,ivory,"grassy, mild, milky, sweet","fresh, milky, pleasant",TRUE,FALSE,Fromagerie GUILLOTEAU
Pave d'Auge,cow,France,NA,NA,semi-soft,50%,NA,smooth,washed,pale yellow,"buttery, smooth",NA,FALSE,FALSE,Various
Pave de Chirac,goat,France,Chirac,NA,"soft, artisan",NA,NA,"creamy, smooth",natural,ivory,mild,fresh,FALSE,FALSE,NA
Pawlet,cow,United States,Vermont,Swiss Cheese,"semi-hard, artisan",NA,NA,"buttery, creamy",natural,pale yellow,"creamy, meaty, mushroomy, nutty","herbal, mushroom, stinky",TRUE,FALSE,Consider Bardwell Farm
Paški Sir (PDO),sheep,Croatia,Island of Pag,NA,"hard, artisan",NA,NA,"crumbly, flaky, grainy",natural,yellow,"salty, savory, tangy",pleasant,NA,NA,NA
Peau Rouge,cow,Canada,Quebec,NA,hard,25%,NA,"crumbly, firm",washed,pale yellow,"caramel, nutty, woody",strong,NA,NA,Les Dépendances
Pecorino,sheep,Italy,NA,Pecorino,hard,NA,NA,creamy,NA,pale yellow,NA,NA,FALSE,FALSE,NA
Pecorino a Latte Crudo,sheep,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",NA,NA,"compact, crumbly",natural,straw,"piquant, savory, sharp, smooth",strong,NA,NA,Romaniae Terrae
Pecorino al Pepe,sheep,Italy,Tuscany,Pecorino,"semi-soft, artisan",NA,NA,"compact, crumbly",natural,cream,"sharp, spicy, strong","pleasant, strong",NA,NA,Caseificio Pinzani Srl
Pecorino al Tartufo,sheep,Italy,NA,Pecorino,"hard, artisan",NA,NA,firm,NA,cream,"sharp, spicy","grassy, nutty",NA,NA,NA
Pecorino alla Canapa,sheep,Italy,Emilia Romagna,Pecorino,"semi-soft, artisan",NA,NA,smooth,leaf wrapped,white,"herbaceous, smooth","aromatic, herbal",NA,NA,NA
Pecorino allo Zafferano,sheep,Italy,Tuscany,Pecorino,"semi-hard, artisan",NA,NA,"buttery, compact, smooth",natural,yellow,"creamy, floral, mild, sweet","aromatic, rich",NA,NA,"Caseificio Pinzani Srl , Romaniae Terrae"
Pecorino Barba Del Passatore,sheep,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",NA,NA,"buttery, smooth, soft",natural,white,"buttery, smooth","pronounced, strong",NA,NA,Romaniae Terrae
Pecorino Boccondilatte,sheep,Italy,Emilia-Romagna,Pecorino,"semi-hard, artisan",NA,NA,crumbly,natural,white,"subtle, sweet",pronounced,NA,NA,Romaniae Terrae
Pecorino Camomilla,sheep,Italy,Emilia-Romagna,Pecorino,"semi-soft, artisan",NA,NA,"creamy, smooth, soft",natural,white,"creamy, smooth","aromatic, floral",NA,NA,NA
